string,string,string
字段,中文,英文
Key,CN,EN
Common_System,系统,System
Common_SystemNotice,系统公告,System notice
Common_Sure,确定,Sure
Common_Cancel,取消,Cancel
Common_Any_Close,点击任意空白区域关闭,
Common_Title,提示,
Common_Login,登录,
HUD_Button_Hotel,旅店,
HUD_Button_Shop,商店,
HUD_Button_Machine,扭一扭,
HUD_Button_Task,任务,
HUD_Button_Staff,员工,
Function_Build_Hotlepreserve_01,修复大厅,
Function_Build_Hotlepreserve_02,建造小费罐,
Function_Build_Hotlepreserve_03,解锁餐厅,
Function_Build_Hotlepreserve_04,修复楼梯,
Function_Build_Hotlepreserve_05,修复二楼地板,
Function_Build_Hotlepreserve_06,建造房间201,
Function_Build_Hotlepreserve_07,建造告示栏,
Function_Build_Hotlepreserve_08,建造房间202,
Function_Build_Hotlepreserve_09,建造二楼功能房,
Function_Build_Hotlepreserve_10,修复楼顶,
Function_Build_tip_name,小费上限,
Function_Build_tip_desc,你可以获得一个更大更大的小费罐，但是愿意给多少可得完全看客人们的心情了。,
Function_Build_afktime_name,离线收益,
Function_Build_afktime_desc,你已经是一个成熟的旅店了，需要学会自己赚钱了。,
Function_Build_autoserve_name,旅店宣传,
Function_Build_autoserve_desc,我们的客人总是慕名而来。,
lounge_bed_name_lv1,廉价小床,
lounge_bed_desc_lv1,廉价的普通小床，除了一分钱一分货这个质朴的优点以外。没有其他值得称道的地方。,
Furniture_Lounge_field_01_name,一号床铺,
Furniture_Lounge_field_02_name,门厅,
Furniture_Lounge_field_03_name,二号床铺,
Furniture_Lounge_field_04_name,前门柜,
Furniture_Lounge_field_05_name,思考区,
Furniture_Lounge_field_06_name,特产展示,
Furniture_Lounge_field_07_name,三号床铺,
Furniture_Lounge_field_08_name,沙发,
Furniture_Lounge_field_09_name,展示柜,
Furniture_Lounge_field_10_name,四号床铺,
Furniture_Lounge_field_11_name,娱乐区,
Furniture_Lounge_field_12_name,休息区,
Furniture_Lounge_field_13_name,墙,
Furniture_Lounge_field_14_name,卧室地板,
Furniture_Lounge_field_15_name,卧室地板,
Furniture_Lounge_field_16_name,大厅地板,
Function_house_name_01,休息室,
Function_house_name_02,单人间201,
Function_house_name_03,餐厅,
Function_house_name_04,单人间202,
Function_house_name_05,温泉,
Function_house_desc_01,休闲，品茗，棋牌,
Function_house_desc_02,尊贵的单人专属房间,
Function_house_desc_03,提供来自魔界的真正黑暗料理,
Function_house_desc_04,尊贵的单人专属房间,
Function_house_desc_05,请自行调节水温,
lounge_frontdesk_name_lv1,简易柜子,
lounge_frontdesk_desc_lv1,这是一个可以打开并且可以在方面放置物品的本分柜子。,
lounge_dooradorn_name_lv1,朴素门饰,
lounge_dooradorn_desc_lv1,通过在门口摆放装饰可以让环境显得不那么寒酸，但如果拿寒酸的东西摆放在门口就另说了。,
lounge_paying02_name_lv1,自助占卜,
lounge_paying02_desc_lv1,*“心诚则灵，本设备不含魔法“*,
lounge_paying01_name_lv1,魔能饮料,
lounge_paying01_desc_lv1,那么代价是什么呢？,
lounge_sofa_name_lv1,古董沙发,
lounge_sofa_desc_lv1,古董不一定值钱，但是一定很旧。,
lounge_selling_name_lv1,传统坩埚,
lounge_selling_desc_lv1,来自家乡的传统口味，干净又卫生。,
lounge_gamearea_name_lv1,儿童玩具,
lounge_gamearea_desc_lv1,对于小孩子可能太幼稚了，但是对于小怪物刚刚好。,
lounge_restarea_name_lv1,和睦座椅,
lounge_restarea_desc_lv1,在进行干瞪眼游戏时，先生气的人就算输了。,
lounge_wall_name_lv1,战损墙面,
lounge_wall_desc_lv1,充满了历史的底蕴。,
lounge_groundroom1_name_lv1,厚德地板,
lounge_groundroom1_desc_lv1,基于人体工程力学在使用过程中覆盖了厚厚的缓冲层。,
lounge_groundhouse_name_lv1,载物地板,
lounge_groundhouse_desc_lv1,有点塌陷不过问题不大。,
Common_furnitureparam_xxs,休息室收入+%s,
Common_furnitureparam_idle,每分钟收入+%s,
Common_furnitureparam_used,使用后收入+%s,
Common_furnitureparam_exter,30秒额外收入+%s,
Common_furnitureparam_DuraMax,库存数量+%s,
Common_furnitureparam_grade,人气值+%s,
Common_furnitureparam_term,需要人气达到,
Common_furnitureparam_Ltime,在休息室中睡觉时间减少%s,
Common_button_use,使用,
Common_button_useing,使用中,
Common_button_buy,购 买,
Common_button_buyfast,立刻购买,
Common_button_speedup,加速,
Common_button_gainspeed,获取加速,
Common_field_unlock,需要解锁,
Common_hint_usejewel,是否花费,
Common_hint_speedup,你所拥有的加速不足以完成本次购买，是否去获取更多的加速时间。,
Common_button_speed_Sure,前往获取,
Common_button_speed_cancel,任性使用,
Commom_renqidemand,旅店人气,
Commom_transittime,需要运输,
Common_getcoin,获取金币,
Common_getjewel,获取钻石,
Common_getrenqi,获取人气,
Common_coin,金币,
Common_jewel,钻石,
Common_renqi,人气,
Common_coin_desc,在小怪物中极度普及的黄金色货币。,
Common_jewel_desc,”啊！我的宝贝！“,
Common_renqi_desc,基于1787魔性《人权法案》为基准，此处可以使用”人气“一词。,
lounge_bed_name_lv2,粉色小床,
lounge_bed_desc_lv2,静卧与柔软与甜蜜之上。,
lounge_frontdesk_name_lv2,落日记事台,
lounge_frontdesk_desc_lv2,进门之前随便写点什么吧。,
lounge_dooradorn_name_lv2,伞架入户柜,
lounge_dooradorn_desc_lv2,总会有人需要在雨天出行。,
lounge_paying02_name_lv2,塔罗占卜台,
lounge_paying02_desc_lv2,关于你最近的厄运这只羊应该没办法提供有建设性的意见。,
lounge_paying01_name_lv2,传统咖啡壶,
lounge_paying01_desc_lv2,并没有咖啡师，你可以尝试完全按照自己想象中的样子做咖啡。,
lounge_sofa_name_lv2,小憩沙发,
lounge_sofa_desc_lv2,安心休息，当沙漏流光时，猫咪雕像便会活过来将你叫醒。,
lounge_selling_name_lv2,炼金制药柜,
lounge_selling_desc_lv2,骷髅兄弟：能帮忙搭把手吗？,
lounge_gamearea_name_lv2,象棋地垫,
lounge_gamearea_desc_lv2,优雅，实在太优雅了。,
lounge_restarea_name_lv2,粉色小方桌,
lounge_restarea_desc_lv2,夏天夏天悄悄过去留下小秘密。,
lounge_wall_name_lv2,草莓奶油墙,
lounge_wall_desc_lv2,就像是草莓口味的牛奶方砖。,
lounge_groundroom1_name_lv2,马赛克糖纸地板,
lounge_groundroom1_desc_lv2,门口拆开了一块！,
lounge_groundhouse_name_lv2,草莓巧克力砖,
lounge_groundhouse_desc_lv2,让我看看是谁偷偷掰走了。,
Common_UItips_furniture,设 施,
Common_UItips_Details,详 情,
Common_UItips_bulid,旅 店,
Common_hotle_block1,旅店属性,
Common_hotle_block2,旅店维护,
Commom_ontransi,运输中,
Commom_timeremaining,剩余运输时间,
Common_transportend,已完成,
client_name_01,小恶魔,
client_desc_01,恶魔之子，以成为最火热的靓仔为目标，不可一世的精神小伙。,
Common_Title_transport,当前栏位尚有其他家具正在运输中。,
Common_Title_nospeedup,加速时间不足。,
Common_unlock,解锁,
Function_Build_afktime_param,离线收益上限,
Function_Build_autoserve_param,自动招揽间隔,
Common_level_max,MAX,
Common_afktime_param,离线时间,
Common_afktime_limit,上限,
Common_button_get,获取,
Common_button_getmore,获取更多,
Common_Energy_Recover_01,提供赞助，立即为扭蛋机补货！,
Common_Energy_Recover_02,%s后将自动恢复%s个扭蛋,
Common_Energy_Recover_button_01,赞助,
Common_Energy_Recover_button_02,联系赞助商,
Common_Energy_Recover_tips,扭蛋机补货,
Common_Energy_Recover_03,扭蛋机已塞满，请先抽取一些扭蛋再来。,
Common_Energy_Recover_04,是否花费钻石为扭蛋机补货。,
Common_Energy_Recover_05,免费次数刷新：,
lounge_bed_name_lv3,复古木床,
lounge_bed_desc_lv3,本旅店并不建议在遇到不明情况时躲在床底下。,
lounge_frontdesk_name_lv3,典雅前台,
lounge_frontdesk_desc_lv3,抱歉特价房只能在线上预订。,
lounge_dooradorn_name_lv3,道具组合,
lounge_dooradorn_desc_lv3,东西先放这，当问题出现我再告诉大家。,
lounge_paying02_name_lv3,居家工作台,
lounge_paying02_desc_lv3,只工作不玩耍，聪明杰克也犯傻,
lounge_paying01_name_lv3,蓝色小洋装,
lounge_paying01_desc_lv3,从某些方面来说穿上这个裙子并不会让人显得可爱。,
lounge_sofa_name_lv3,宴会余温,
lounge_sofa_desc_lv3,宴会刚刚结束，而你大可不必为了未能加入而遗憾。,
lounge_selling_name_lv3,侍酒吧台,
lounge_selling_desc_lv3,暂停营业,
lounge_gamearea_name_lv3,植物迷宫,
lounge_gamearea_desc_lv3,记住了就请去亲自试试吧。,
lounge_restarea_name_lv3,茶饮茶桌,
lounge_restarea_desc_lv3,一切都准备好勒请就坐。,
lounge_wall_name_lv3,雪中小屋,
lounge_wall_desc_lv3,来都来了就多呆一阵吧。,
lounge_groundroom1_name_lv3,方格地板,
lounge_groundroom1_desc_lv3,装饰了经典花纹的精美地点。,
lounge_groundhouse_name_lv3,光洁木地板,
lounge_groundhouse_desc_lv3,前厅的打扫可是重中之重。,
Hotlebuild_tips,请先,
Common_jiasu,运输加速,
Common_jiasu_desc,地狱特快准时达。,
lounge_bed_name_lv4,远古兽足床,
lounge_bed_desc_lv4,古埃及人通常在你称为「床头」的方位放脚。,
lounge_frontdesk_name_lv4,来生映像,
lounge_frontdesk_desc_lv4,能映射出来生的景象，大可不必为此影响今天的心情。,
lounge_dooradorn_name_lv4,巴斯苔特坐像,
lounge_dooradorn_desc_lv4,甜美的猫猫同时也是荒野的战神。,
lounge_paying02_name_lv4,悬浮金字塔,
lounge_paying02_desc_lv4,「看！飞碟！」,
lounge_paying01_name_lv4,灵魂天平,
lounge_paying01_desc_lv4,人固有一死，魂重于泰山，或轻于鸿毛。,
lounge_sofa_name_lv4,尼罗河映像,
lounge_sofa_desc_lv4,从时光的流沙中把过往的点滴打捞起来。,
lounge_selling_name_lv4,斯芬克斯之谜,
lounge_selling_desc_lv4,程咬金但文化人。,
lounge_gamearea_name_lv4,死亡之书,
lounge_gamearea_desc_lv4,「毁灭吧！赶紧的！」- 梅杰德,
lounge_restarea_name_lv4,杜阿穆特夫罐,
lounge_restarea_desc_lv4,不要大吃大喝了，这一顿好好养胃吧。,
lounge_wall_name_lv4,墓室砖墙,
lounge_wall_desc_lv4,原汁原味。,
lounge_groundroom1_name_lv4,墓室方砖地板,
lounge_groundroom1_desc_lv4,精美还原地道的地道风格。,
lounge_groundhouse_name_lv4,埃及方砖地板,
lounge_groundhouse_desc_lv4,埃及方砖拥有岁月都难以打磨掉的艳丽颜色。,
Customer_Angry_Tips_1,希望下次来你能准备好我想要的！,
Customer_Angry_Tips_2,看来我要考虑下次是否会再来了！,
Customer_Angry_Tips_3,你让我等待太久了！,
Customer_Angry_Tips_4,希望你们明白，提供完整的服务是对客人的尊重！,
Customer_Angry_Tips_5,这简直是最糟糕的一次住店体验！,
Customer_Wait_tips_1,希望不会等太久~,
Customer_Wait_tips_2,充满了期待,
Customer_Wait_tips_3,有时候等待也是一种乐趣,
Customer_Wait_tips_4,排队是人气的体现~,
Customer_EM_Use_tips_1,这里看起来不错~,
Customer_EM_Use_tips_2,这里正和我意~,
Customer_EM_Use_tips_3,算点什么好呢,
Customer_EM_Use_tips_4,我好像看到了我自己的牌,
Customer_EM_Use_tips_5,我讨厌工作！,
Customer_EM_Use_tips_6,我想我的朋友会喜欢这个,
Customer_EM_Use_tips_7,精力充沛~,
Customer_EM_Use_tips_8,魔力~魔力~,
Customer_EM_Use_tips_9,人类饮料？也不错~,
Customer_EM_Use_tips_10,你可别想我穿这个！,
Customer_EM_Use_tips_11,没人可以审判我,
Customer_EM_Use_tips_12,唔~真舒服~,
Customer_EM_Use_tips_13,是我喜欢的味道,
Customer_EM_Use_tips_14,休息一下,
Customer_EM_Use_tips_15,下午茶，或许值得一试,
Customer_EM_name,小恶魔,
Customer_EM_desc,个头小小的他很喜欢恶作剧，接待他的时候你可要小心了,
lounge_bed_name_lv5,法兰绒饰床,
lounge_bed_desc_lv5,无尽长夜中未必尽是美梦。,
lounge_frontdesk_name_lv5,无言的门童,
lounge_frontdesk_desc_lv5,来访者请自行写下名字，这里同样很欢迎新朋友。,
lounge_dooradorn_name_lv5,玫瑰剑格,
lounge_dooradorn_desc_lv5,「爱与死的轮舞」,
lounge_paying02_name_lv5,时光遗珠,
lounge_paying02_desc_lv5,当这些小玩意从床底、沙发缝里被掏出来的时候，并没意识到会被评价为「有品位」。,
lounge_paying01_name_lv5,无声的钢琴,
lounge_paying01_desc_lv5,这架随时以使用状态展示的钢琴，琴键却被锁死了。,
lounge_sofa_name_lv5,法兰绒沙发,
lounge_sofa_desc_lv5,「对于时钟的滴答声不再敏感，说明你已经是个成熟得吸血鬼了。」,
lounge_selling_name_lv5,神秘学工作台,
lounge_selling_desc_lv5,「我知道这不科学。但是你为什么要跟一个吸血鬼谈科学呢。」,
lounge_gamearea_name_lv5,陈旧的书信,
lounge_gamearea_desc_lv5,再也没人陪你玩「当年」的老梗了。,
lounge_restarea_name_lv5,玫瑰私语,
lounge_restarea_desc_lv5,当同时纯在两个一模一样的复刻场景，就显得没那么浪漫了。,
lounge_wall_name_lv5,深邃迷墙,
lounge_wall_desc_lv5,与之相比窗外的黑夜都成了闪烁的点缀。,
lounge_groundroom1_name_lv5,忐忑重叠地砖,
lounge_groundroom1_desc_lv5,除了好厉害的名字之外没什么特别的。,
lounge_groundhouse_name_lv5,混沌棋盘地砖,
lounge_groundhouse_desc_lv5,黑与白亦可以交织融合。,
lounge_bed_name_lv6,学院床,
lounge_bed_desc_lv6,感受曾经的青葱岁月，谁不成梦想成为仙女教母而不是邪恶的女巫呢,
lounge_dooradorn_name_lv6,学院记忆,
lounge_dooradorn_desc_lv6,堆放着曾经上学必备的物件,
lounge_frontdesk_name_lv6,真言镜,
lounge_frontdesk_desc_lv6,展现最真实的自己，人类止步！,
lounge_gamearea_name_lv6,旧书堆,
lounge_gamearea_desc_lv6,你知道，往往在旧书里都藏匿着伟大的魔法，花点心思或许你能找到,
lounge_paying01_name_lv6,学院斗篷,
lounge_paying01_desc_lv6,最一般最普通的校服，但每一件都蕴含着独特的记忆,
lounge_paying02_name_lv6,占卜学,
lounge_paying02_desc_lv6,用学到的知识和桌上的道具试着找寻一下你想要的答案吧,
lounge_sofa_name_lv6,学院沙发,
lounge_sofa_desc_lv6,不知是否让你想起曾经在公共休息室的时光,
lounge_selling_name_lv6,魔药学,
lounge_selling_desc_v6,你想做啥复方汤剂还是福灵剂,
lounge_restarea_name_lv6,魔女的下午茶,
lounge_restarea_desc_lv6,茶对巫师来说其实有很多左右，不过现在最好是享受这杯热茶再来块美味的糖浆馅饼,
lounge_wall_name_lv6,学院墙,
lounge_wall_desc_lv6,完美还原学院的韵味,
lounge_groundroom1_name_lv6,礼堂地板,
lounge_groundroom1_desc_lv6,踩上去，仿佛回到学院礼堂，想起了一起聚会的美好,
lounge_groundhouse_name_lv6,公共休息室地板,
lounge_groundhouse_desc_lv6,你有试过躺在休息室地板上吗,
